ATC level name,rxcui,rxaui,sab,tty,ATC code,suppress,mapped_to_bnf,combination
"plague, inactivated, whole cell",1,1,1,1,1,1,1,1
plastic IUD,1,1,1,1,1,1,1,1
plastic IUD with copper,1,1,1,1,1,1,1,1
plastic IUD with progestogen,1,1,1,1,1,1,1,1
plecanatide,1,1,1,1,1,1,1,1
pleconaril,1,1,1,1,1,1,1,1
plerixafor,1,1,1,1,1,1,1,1
plicamycin,1,1,1,1,1,1,1,1
plitidepsin,1,1,1,1,1,1,1,1
"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",1,1,1,1,1,1,1,1
"pneumococcus, purified polysaccharides antigen",1,1,1,1,1,1,1,1
"pneumococcus, purified polysaccharides antigen conjugated",1,1,1,1,1,1,1,1
podophyllotoxin,1,1,1,1,1,1,1,1
poldine,1,1,1,1,1,1,1,1
policosanol,1,1,1,1,1,1,1,1
policresulen,2,2,2,2,2,2,2,2
polidocanol,1,1,1,1,1,1,1,1
polihexanide,1,1,1,1,1,1,1,1
"poliomyelitis oral, bivalent, live attenuated",1,1,1,1,1,1,1,1
"poliomyelitis oral, monovalent, live attenuated",1,1,1,1,1,1,1,1
"poliomyelitis oral, trivalent, live attenuated",1,1,1,1,1,1,1,1
"poliomyelitis, trivalent, inactivated, whole virus",1,1,1,1,1,1,1,1
polmacoxib,1,1,1,1,1,1,1,1
poly I:C,1,1,1,1,1,1,1,1
poly ICLC,1,1,1,1,1,1,1,1
polycarbophil calcium,1,1,1,1,1,1,1,1
polyestradiol phosphate,1,1,1,1,1,1,1,1
polymyxin B,5,5,5,5,5,5,5,5
polynoxylin,2,2,2,2,2,2,2,2
polyplatillen,1,1,1,1,1,1,1,1
polystyrene sulfonate,1,1,1,1,1,1,1,1
polythiazide,1,1,1,1,1,1,1,1
polythiazide and potassium,1,1,1,1,1,1,1,1
pomalidomide,1,1,1,1,1,1,1,1
ponatinib,1,1,1,1,1,1,1,1
porfimer sodium,1,1,1,1,1,1,1,1
posaconazole,1,1,1,1,1,1,1,1
potassium (different salts in combination),1,1,1,1,1,1,1,1
potassium acetate,1,1,1,1,1,1,1,1
potassium canrenoate,1,1,1,1,1,1,1,1
potassium chloride,2,2,2,2,2,2,2,2
"potassium chloride, combinations",1,1,1,1,1,1,1,1
potassium citrate,1,1,1,1,1,1,1,1
potassium clorazepate,1,1,1,1,1,1,1,1
potassium gluconate,1,1,1,1,1,1,1,1
potassium hydrogencarbonate,1,1,1,1,1,1,1,1
potassium hydrogentartrate,1,1,1,1,1,1,1,1
potassium iodide,3,3,3,3,3,3,3,3
potassium lactate,1,1,1,1,1,1,1,1
potassium perchlorate,1,1,1,1,1,1,1,1
potassium permanganate,2,2,2,2,2,2,2,2
"potassium phosphate, incl. combinations with other potassium salts",1,1,1,1,1,1,1,1
potassium polysulfide,1,1,1,1,1,1,1,1
potassium salicylate,1,1,1,1,1,1,1,1
povidone-iodine,6,6,6,6,6,6,6,6
practolol,1,1,1,1,1,1,1,1
prajmaline,1,1,1,1,1,1,1,1
pralatrexate,1,1,1,1,1,1,1,1
pralidoxime,1,1,1,1,1,1,1,1
pramipexole,1,1,1,1,1,1,1,1
pramiracetam,1,1,1,1,1,1,1,1
pramlintide,1,1,1,1,1,1,1,1
pramocaine,2,2,2,2,2,2,2,2
pranlukast,1,1,1,1,1,1,1,1
pranoprofen,1,1,1,1,1,1,1,1
prasterone,2,2,2,2,2,2,2,2
prasterone and estrogen,1,1,1,1,1,1,1,1
prasugrel,1,1,1,1,1,1,1,1
pravastatin,1,1,1,1,1,1,1,1
pravastatin and acetylsalicylic acid,1,1,1,1,1,1,1,1
pravastatin and fenofibrate,1,1,1,1,1,1,1,1
prazepam,1,1,1,1,1,1,1,1
praziquantel,1,1,1,1,1,1,1,1
prazosin,1,1,1,1,1,1,1,1
prazosin and diuretics,1,1,1,1,1,1,1,1
prednicarbate,1,1,1,1,1,1,1,1
prednimustine,1,1,1,1,1,1,1,1
prednisolone,10,10,10,10,10,10,10,10
prednisolone and antibiotics,1,1,1,1,1,1,1,1
prednisolone and antiinfectives,3,3,3,3,3,3,3,3
prednisolone and antiseptics,1,1,1,1,1,1,1,1
prednisolone and mydriatics,1,1,1,1,1,1,1,1
prednisolone and promethazine,1,1,1,1,1,1,1,1
"prednisolone, combinations",2,2,2,2,2,2,2,2
prednisone,2,2,2,2,2,2,2,2
prednylidene,1,1,1,1,1,1,1,1
pregabalin,1,1,1,1,1,1,1,1
prenalterol,1,1,1,1,1,1,1,1
prenoxdiazine,1,1,1,1,1,1,1,1
prenylamine,1,1,1,1,1,1,1,1
"prenylamine, combinations",1,1,1,1,1,1,1,1
prethcamide,1,1,1,1,1,1,1,1
pridinol,1,1,1,1,1,1,1,1
prifinium bromide,1,1,1,1,1,1,1,1
prilocaine,1,1,1,1,1,1,1,1
"prilocaine, combinations",1,1,1,1,1,1,1,1
primaquine,1,1,1,1,1,1,1,1
primidone,1,1,1,1,1,1,1,1
pristinamycin,1,1,1,1,1,1,1,1
probenecid,1,1,1,1,1,1,1,1
probucol,1,1,1,1,1,1,1,1
procainamide,1,1,1,1,1,1,1,1
procaine,3,3,3,3,3,3,3,3
procaine benzylpenicillin,1,1,1,1,1,1,1,1
"procaine, combinations",1,1,1,1,1,1,1,1
procarbazine,1,1,1,1,1,1,1,1
procaterol,2,2,2,2,2,2,2,2
prochlorperazine,1,1,1,1,1,1,1,1
procyclidine,1,1,1,1,1,1,1,1
profenamine,1,1,1,1,1,1,1,1
progabide,1,1,1,1,1,1,1,1
progesterone,1,1,1,1,1,1,1,1
progesterone and estrogen,1,1,1,1,1,1,1,1
proglumetacin,1,1,1,1,1,1,1,1
proglumide,1,1,1,1,1,1,1,1
proguanil,1,1,1,1,1,1,1,1
"proguanil, combinations",1,1,1,1,1,1,1,1
prolintane,1,1,1,1,1,1,1,1
promazine,1,1,1,1,1,1,1,1
promegestone,1,1,1,1,1,1,1,1
promestriene,1,1,1,1,1,1,1,1
promethazine,2,2,2,2,2,2,2,2
"promethazine, combinations",1,1,1,1,1,1,1,1
propacetamol,1,1,1,1,1,1,1,1
propafenone,1,1,1,1,1,1,1,1
propamidine,2,2,2,2,2,2,2,2
propanidid,1,1,1,1,1,1,1,1
propanol,1,1,1,1,1,1,1,1
"propanol, combinations",1,1,1,1,1,1,1,1
propantheline,1,1,1,1,1,1,1,1
propantheline and psycholeptics,1,1,1,1,1,1,1,1
propatylnitrate,1,1,1,1,1,1,1,1
"propatylnitrate, combinations",1,1,1,1,1,1,1,1
propenidazole,2,2,2,2,2,2,2,2
propentofylline,1,1,1,1,1,1,1,1
propicillin,1,1,1,1,1,1,1,1
propiomazine,1,1,1,1,1,1,1,1
propiverine,1,1,1,1,1,1,1,1
propofol,1,1,1,1,1,1,1,1
propranolol,1,1,1,1,1,1,1,1
propranolol and other combinations,1,1,1,1,1,1,1,1
propranolol and thiazides,1,1,1,1,1,1,1,1
propyliodone,1,1,1,1,1,1,1,1
propylthiouracil,1,1,1,1,1,1,1,1
propyphenazone,1,1,1,1,1,1,1,1
"propyphenazone, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"propyphenazone, combinations with psycholeptics",1,1,1,1,1,1,1,1
proquazone,1,1,1,1,1,1,1,1
proscillaridin,1,1,1,1,1,1,1,1
"proscillaridin, combinations",1,1,1,1,1,1,1,1
protamine,1,1,1,1,1,1,1,1
protein C,1,1,1,1,1,1,1,1
protein hydrolysates,1,1,1,1,1,1,1,1
prothipendyl,1,1,1,1,1,1,1,1
protiofate,1,1,1,1,1,1,1,1
protionamide,1,1,1,1,1,1,1,1
protirelin,1,1,1,1,1,1,1,1
protriptyline,1,1,1,1,1,1,1,1
proxazole,1,1,1,1,1,1,1,1
proxibarbal,1,1,1,1,1,1,1,1
proxymetacaine,1,1,1,1,1,1,1,1
proxyphylline,1,1,1,1,1,1,1,1
proxyphylline and adrenergics,1,1,1,1,1,1,1,1
prucalopride,1,1,1,1,1,1,1,1
prulifloxacin,1,1,1,1,1,1,1,1
prussian blue,1,1,1,1,1,1,1,1
pseudoephedrine,1,1,1,1,1,1,1,1
"pseudoephedrine, combinations",1,1,1,1,1,1,1,1
pyrantel,1,1,1,1,1,1,1,1
pyrazinamide,1,1,1,1,1,1,1,1
pyrethrum,1,1,1,1,1,1,1,1
"pyrethrum, combinations",1,1,1,1,1,1,1,1
pyridostigmine,1,1,1,1,1,1,1,1
pyridoxal phosphate,1,1,1,1,1,1,1,1
pyridoxine,1,1,1,1,1,1,1,1
pyridoxine (vit B6),1,1,1,1,1,1,1,1
pyrimethamine,1,1,1,1,1,1,1,1
"pyrimethamine, combinations",1,1,1,1,1,1,1,1
pyrithione zinc,1,1,1,1,1,1,1,1
pyrithyldione,1,1,1,1,1,1,1,1
pyritinol,1,1,1,1,1,1,1,1
pyrrobutamine,1,1,1,1,1,1,1,1
"pyrrobutamine, combinations",1,1,1,1,1,1,1,1
pyrrolnitrin,1,1,1,1,1,1,1,1
pyrvinium,1,1,1,1,1,1,1,1
quassia,1,1,1,1,1,1,1,1
quazepam,1,1,1,1,1,1,1,1
quetiapine,1,1,1,1,1,1,1,1
quifenadine,1,1,1,1,1,1,1,1
quinagolide,1,1,1,1,1,1,1,1
quinapril,1,1,1,1,1,1,1,1
quinapril and diuretics,1,1,1,1,1,1,1,1
quinbolone,1,1,1,1,1,1,1,1
quinethazone,1,1,1,1,1,1,1,1
quinethazone and potassium,1,1,1,1,1,1,1,1
quingestanol,1,1,1,1,1,1,1,1
quingestanol and ethinylestradiol,1,1,1,1,1,1,1,1
quinidine,1,1,1,1,1,1,1,1
"quinidine, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"quinidine, combinations with psycholeptics",1,1,1,1,1,1,1,1
quinine,1,1,1,1,1,1,1,1
"quinine, combinations with psycholeptics",1,1,1,1,1,1,1,1
quinisocaine,1,1,1,1,1,1,1,1
quinupramine,1,1,1,1,1,1,1,1
quinupristin/dalfopristin,1,1,1,1,1,1,1,1
rabeprazole,1,1,1,1,1,1,1,1
"rabeprazole, combinations",1,1,1,1,1,1,1,1
rabies immunoglobulin,1,1,1,1,1,1,1,1
rabies serum,1,1,1,1,1,1,1,1
"rabies, inactivated, whole virus",1,1,1,1,1,1,1,1
racecadotril,1,1,1,1,1,1,1,1
radium (223Ra) dichloride,1,1,1,1,1,1,1,1
raloxifene,1,1,1,1,1,1,1,1
raltegravir,1,1,1,1,1,1,1,1
raltitrexed,1,1,1,1,1,1,1,1
ramelteon,1,1,1,1,1,1,1,1
ramipril,1,1,1,1,1,1,1,1
ramipril and amlodipine,1,1,1,1,1,1,1,1
ramipril and diuretics,1,1,1,1,1,1,1,1
ramipril and felodipine,1,1,1,1,1,1,1,1
"ramipril, amlodipine and hydrochlorothiazide",1,1,1,1,1,1,1,1
ramucirumab,1,1,1,1,1,1,1,1
ranibizumab,1,1,1,1,1,1,1,1
ranimustine,1,1,1,1,1,1,1,1
ranitidine,1,1,1,1,1,1,1,1
ranitidine bismuth citrate,1,1,1,1,1,1,1,1
ranolazine,1,1,1,1,1,1,1,1
rasagiline,1,1,1,1,1,1,1,1
rasburicase,1,1,1,1,1,1,1,1
"rauwolfia alkaloids, whole root",1,1,1,1,1,1,1,1
"rauwolfia alkaloids, whole root and diuretics",1,1,1,1,1,1,1,1
raxibacumab,1,1,1,1,1,1,1,1
rebamipide,1,1,1,1,1,1,1,1
reboxetine,1,1,1,1,1,1,1,1
regadenoson,1,1,1,1,1,1,1,1
regorafenib,1,1,1,1,1,1,1,1
remifentanil,1,1,1,1,1,1,1,1
remikiren,1,1,1,1,1,1,1,1
remoxipride,1,1,1,1,1,1,1,1
renal function and ureteral injuries test diagnostic agents,1,1,1,1,1,1,1,0
repaglinide,1,1,1,1,1,1,1,1
reposal,1,1,1,1,1,1,1,1
reproterol,2,2,2,2,2,2,2,2
reproterol and sodium cromoglicate,1,1,1,1,1,1,1,1
rescinnamine,1,1,1,1,1,1,1,1
rescinnamine and diuretics,1,1,1,1,1,1,1,1
"rescinnamine and diuretics, combinations with other drugs",1,1,1,1,1,1,1,1
reserpine,1,1,1,1,1,1,1,1
reserpine and diuretics,1,1,1,1,1,1,1,1
"reserpine and diuretics, combinations with other drugs",1,1,1,1,1,1,1,1
"reserpine and diuretics, combinations with psycholeptics",1,1,1,1,1,1,1,1
"reserpine, combinations",1,1,1,1,1,1,1,1
reslizumab,1,1,1,1,1,1,1,1
resorcinol,2,2,2,2,2,2,2,2
retapamulin,1,1,1,1,1,1,1,1
reteplase,1,1,1,1,1,1,1,1
retigabine,1,1,1,1,1,1,1,1
retinol,3,3,3,3,3,3,3,3
retinol (vit A),1,1,1,1,1,1,1,1
reviparin,1,1,1,1,1,1,1,1
rhenium (186Re) etidronic acid,1,1,1,1,1,1,1,1
rhenium (186Re) sulfide colloid,1,1,1,1,1,1,1,1
ribavirin,1,1,1,1,1,1,1,1
ribociclib,1,1,1,1,1,1,1,1
riboflavin,2,2,2,2,2,2,2,2
riboflavin (vit B2),1,1,1,1,1,1,1,1
ribostamycin,1,1,1,1,1,1,1,1
ridaforolimus,1,1,1,1,1,1,1,1
rifabutin,1,1,1,1,1,1,1,1
rifampicin,1,1,1,1,1,1,1,1
rifampicin and isoniazid,1,1,1,1,1,1,1,1
"rifampicin, ethambutol and isoniazid",1,1,1,1,1,1,1,1
"rifampicin, pyrazinamide and isoniazid",1,1,1,1,1,1,1,1
"rifampicin, pyrazinamide, ethambutol and isoniazid",1,1,1,1,1,1,1,1
rifamycin,3,3,3,3,3,3,3,3
rifapentine,1,1,1,1,1,1,1,1
rifaximin,2,2,2,2,2,2,2,2
rilmenidine,1,1,1,1,1,1,1,1
rilonacept,1,1,1,1,1,1,1,1
rilpivirine,1,1,1,1,1,1,1,1
riluzole,1,1,1,1,1,1,1,1
rimantadine,1,1,1,1,1,1,1,1
rimazolium,1,1,1,1,1,1,1,1
rimexolone,2,2,2,2,2,2,2,2
rimiterol,1,1,1,1,1,1,1,1
rimonabant,1,1,1,1,1,1,1,1
riociguat,1,1,1,1,1,1,1,1
risedronic acid,1,1,1,1,1,1,1,1
"risedronic acid and calcium, sequential",1,1,1,1,1,1,1,1
risedronic acid and colecalciferol,1,1,1,1,1,1,1,1
"risedronic acid, calcium and colecalciferol, sequential",1,1,1,1,1,1,1,1
risperidone,1,1,1,1,1,1,1,1
ritiometan,1,1,1,1,1,1,1,1
ritodrine,1,1,1,1,1,1,1,1
ritonavir,1,1,1,1,1,1,1,1
rituximab,1,1,1,1,1,1,1,1
rivaroxaban,1,1,1,1,1,1,1,1
rivastigmine,1,1,1,1,1,1,1,1
rizatriptan,1,1,1,1,1,1,1,1
rociletinib,1,1,1,1,1,1,1,1
rociverine,1,1,1,1,1,1,1,1
rocuronium bromide,1,1,1,1,1,1,1,1
rofecoxib,1,1,1,1,1,1,1,1
roflumilast,1,1,1,1,1,1,1,1
rokitamycin,1,1,1,1,1,1,1,1
rolapitant,1,1,1,1,1,1,1,1
rolitetracycline,1,1,1,1,1,1,1,1
romidepsin,1,1,1,1,1,1,1,1
romiplostim,1,1,1,1,1,1,1,1
romosozumab,1,1,1,1,1,1,1,1
ronifibrate,1,1,1,1,1,1,1,1
ropeginterferon alfa-2b,1,1,1,1,1,1,1,1
ropinirole,1,1,1,1,1,1,1,1
ropivacaine,1,1,1,1,1,1,1,1
roquinimex,1,1,1,1,1,1,1,1
rose bengal sodium,1,1,1,1,1,1,1,1
rosiglitazone,1,1,1,1,1,1,1,1
rosoxacin,1,1,1,1,1,1,1,1
rosuvastatin,1,1,1,1,1,1,1,1
rosuvastatin and acetylsalicylic acid,1,1,1,1,1,1,1,1
rosuvastatin and amlodipine,1,1,1,1,1,1,1,1
rosuvastatin and ezetimibe,1,1,1,1,1,1,1,1
rosuvastatin and valsartan,1,1,1,1,1,1,1,1
"rosuvastatin, amlodipine and lisinopril",1,1,1,1,1,1,1,1
"rosuvastatin, amlodipine and perindopril",1,1,1,1,1,1,1,1
"rosuvastatin, perindopril and indapamide",1,1,1,1,1,1,1,1
"rota virus, live attenuated",1,1,1,1,1,1,1,1
"rota virus, pentavalent, live, reassorted",1,1,1,1,1,1,1,1
rotigotine,1,1,1,1,1,1,1,1
roxadustat,1,1,1,1,1,1,1,1
roxatidine,1,1,1,1,1,1,1,1
roxithromycin,1,1,1,1,1,1,1,1
rubella immunoglobulin,1,1,1,1,1,1,1,1
"rubella, combinations with mumps, live attenuated",1,1,1,1,1,1,1,1
"rubella, live attenuated",1,1,1,1,1,1,1,1
rubidium (82Rb) chloride,1,1,1,1,1,1,1,1
rucaparib,1,1,1,1,1,1,1,1
rufinamide,1,1,1,1,1,1,1,1
rufloxacin,1,1,1,1,1,1,1,1
rupatadine,1,1,1,1,1,1,1,1
rutoside,1,1,1,1,1,1,1,1
"rutoside, combinations",1,1,1,1,1,1,1,1
ruxolitinib,1,1,1,1,1,1,1,1
s-atenolol,1,1,1,1,1,1,1,1
saccharated iron oxide,1,1,1,1,1,1,1,1
saccharomyces boulardii,1,1,1,1,1,1,1,1
sacrosidase,1,1,1,1,1,1,1,1
safinamide,1,1,1,1,1,1,1,1
salbutamol,2,2,2,2,2,2,2,2
salbutamol and beclometasone,1,1,1,1,1,1,1,1
salbutamol and ipratropium bromide,1,1,1,1,1,1,1,1
salbutamol and sodium cromoglicate,1,1,1,1,1,1,1,1
salicylamide,1,1,1,1,1,1,1,1
"salicylamide, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"salicylamide, combinations with psycholeptics",1,1,1,1,1,1,1,1
salicylic acid,2,2,2,2,2,2,2,2
salmeterol,1,1,1,1,1,1,1,1
salmeterol and budesonide,1,1,1,1,1,1,1,1
salmeterol and fluticasone,1,1,1,1,1,1,1,1
salsalate,1,1,1,1,1,1,1,1
samarium (153Sm) hydroxyapatite colloid,1,1,1,1,1,1,1,1
samarium (153Sm) lexidronam,1,1,1,1,1,1,1,1
sapropterin,1,1,1,1,1,1,1,1
saquinavir,1,1,1,1,1,1,1,1
sargramostim,1,1,1,1,1,1,1,1
sarilumab,1,1,1,1,1,1,1,1
saruplase,1,1,1,1,1,1,1,1
satraplatin,1,1,1,1,1,1,1,1
saxagliptin,1,1,1,1,1,1,1,1
saxagliptin and dapagliflozin,1,1,1,1,1,1,1,1
scopolamine,3,3,3,3,3,3,3,3
"scopolamine, combinations",1,1,1,1,1,1,1,1
sebelipase alfa,1,1,1,1,1,1,1,1
secnidazole,1,1,1,1,1,1,1,1
secobarbital,1,1,1,1,1,1,1,1
secretin,1,1,1,1,1,1,1,1
secukinumab,1,1,1,1,1,1,1,1
selegiline,1,1,1,1,1,1,1,1
selenium (75Se) norcholesterol,1,1,1,1,1,1,1,1
selenium (75Se) tauroselcholic acid,1,1,1,1,1,1,1,1
selenium compounds,1,1,1,1,1,1,1,1
selenium sulfide,1,1,1,1,1,1,1,1
selexipag,1,1,1,1,1,1,1,1
semaglutide,1,1,1,1,1,1,1,1
semustine,1,1,1,1,1,1,1,1
senega,1,1,1,1,1,1,1,1
senna glycosides,1,1,1,1,1,1,1,1
"senna glycosides, combinations",1,1,1,1,1,1,1,1
sequifenadine,1,1,1,1,1,1,1,1
seratrodast,1,1,1,1,1,1,1,1
serelaxin,1,1,1,1,1,1,1,1
sermorelin,2,2,2,2,2,2,2,2
sertaconazole,2,2,2,2,2,2,2,2
sertindole,1,1,1,1,1,1,1,1
sertraline,1,1,1,1,1,1,1,1
serum gonadotrophin,1,1,1,1,1,1,1,1
sevelamer,1,1,1,1,1,1,1,1
sevoflurane,1,1,1,1,1,1,1,1
sibutramine,1,1,1,1,1,1,1,1
sildenafil,1,1,1,1,1,1,1,1
silicones,1,1,1,1,1,1,1,1
silodosin,1,1,1,1,1,1,1,1
siltuximab,1,1,1,1,1,1,1,1
silver,1,1,1,1,1,1,1,1
silver compounds,1,1,1,1,1,1,1,1
silver nitrate,1,1,1,1,1,1,1,1
silver sulfadiazine,1,1,1,1,1,1,1,1
"silver sulfadiazine, combinations",1,1,1,1,1,1,1,1
silymarin,1,1,1,1,1,1,1,1
simeprevir,1,1,1,1,1,1,1,1
simfibrate,1,1,1,1,1,1,1,1
simvastatin,1,1,1,1,1,1,1,1
simvastatin and acetylsalicylic acid,1,1,1,1,1,1,1,1
simvastatin and ezetimibe,1,1,1,1,1,1,1,1
simvastatin and fenofibrate,1,1,1,1,1,1,1,1
"simvastatin, acetylsalicylic acid and ramipril",1,1,1,1,1,1,1,1
sincalide,1,1,1,1,1,1,1,1
sinecatechins,1,1,1,1,1,1,1,1
sipuleucel-T,1,1,1,1,1,1,1,1
sirolimus,2,2,2,2,2,2,2,2
sirukumab,1,1,1,1,1,1,1,1
sisomicin,1,1,1,1,1,1,1,1
sitafloxacin,1,1,1,1,1,1,1,1
sitagliptin,1,1,1,1,1,1,1,1
sitagliptin and ertugliflozin,1,1,1,1,1,1,1,1
sitagliptin and simvastatin,1,1,1,1,1,1,1,1
sitaxentan,1,1,1,1,1,1,1,1
sitimagene ceradenovec,1,1,1,1,1,1,1,1
"smallpox, live attenuated",1,1,1,1,1,1,1,1
snake venom antiserum,1,1,1,1,1,1,1,1
sobrerol,1,1,1,1,1,1,1,1
sodium acetate,1,1,1,1,1,1,1,1
sodium aminosalicylate,1,1,1,1,1,1,1,1
sodium apolate,1,1,1,1,1,1,1,1
sodium aurothiomalate,1,1,1,1,1,1,1,1
sodium aurotiosulfate,1,1,1,1,1,1,1,1
sodium benzoate,1,1,1,1,1,1,1,1
sodium bicarbonate,2,2,2,2,2,2,2,2
sodium borate,1,1,1,1,1,1,1,1
sodium cellulose phosphate,1,1,1,1,1,1,1,1
sodium chloride,3,3,3,3,3,3,3,3
"sodium chloride, hypertonic",1,1,1,1,1,1,1,1
sodium chlorite,1,1,1,1,1,1,1,1
sodium citrate,1,1,1,1,1,1,1,1
sodium edetate,1,1,1,1,1,1,1,1
sodium feredetate,1,1,1,1,1,1,1,1
sodium fluoride,2,2,2,2,2,2,2,2
sodium fluoride (18F),1,1,1,1,1,1,1,1
"sodium fluoride, combinations",1,1,1,1,1,1,1,1
sodium folinate,1,1,1,1,1,1,1,1
sodium glycerophosphate,1,1,1,1,1,1,1,1
sodium hypochlorite,1,1,1,1,1,1,1,1
sodium iodide (123I),1,1,1,1,1,1,1,1
sodium iodide (124I),1,1,1,1,1,1,1,1
sodium iodide (131I),2,2,2,2,2,2,2,2
sodium iodohippurate (123I),1,1,1,1,1,1,1,1
sodium iodohippurate (131I),1,1,1,1,1,1,1,1
sodium iopodate,1,1,1,1,1,1,1,1
sodium iothalamate (125I),1,1,1,1,1,1,1,1
"sodium lauryl sulfoacetate, incl. combinations",1,1,1,1,1,1,1,1
sodium levofolinate,1,1,1,1,1,1,1,1
sodium monofluorophosphate,2,2,2,2,2,2,2,2
sodium nitrite,1,1,1,1,1,1,1,1
sodium oxybate,2,2,2,2,2,2,2,2
sodium perborate,1,1,1,1,1,1,1,1
sodium phenylbutyrate,1,1,1,1,1,1,1,1
sodium phosphate,3,3,3,3,3,3,3,3
sodium phosphate (32P),1,1,1,1,1,1,1,1
sodium picosulfate,1,1,1,1,1,1,1,1
"sodium picosulfate, combinations",1,1,1,1,1,1,1,1
sodium propionate,1,1,1,1,1,1,1,1
sodium salicylate,1,1,1,1,1,1,1,1
sodium selenate,1,1,1,1,1,1,1,1
sodium selenite,1,1,1,1,1,1,1,1
sodium stibogluconate,1,1,1,1,1,1,1,1
sodium sulfate,2,2,2,2,2,2,2,2
sodium tartrate,1,1,1,1,1,1,1,1
sodium tetradecyl sulfate,1,1,1,1,1,1,1,1
sodium zirconium cyclosilicate,1,1,1,1,1,1,1,1
sofosbuvir,1,1,1,1,1,1,1,1
sofosbuvir and ledipasvir,1,1,1,1,1,1,1,1
sofosbuvir and velpatasvir,1,1,1,1,1,1,1,1
"sofosbuvir, velpatasvir and voxilaprevir",1,1,1,1,1,1,1,1
solifenacin,1,1,1,1,1,1,1,1
solithromycin,1,1,1,1,1,1,1,1
somatorelin,1,1,1,1,1,1,1,1
somatostatin,1,1,1,1,1,1,1,1
somatrem,1,1,1,1,1,1,1,1
somatropin,1,1,1,1,1,1,1,1
sonidegib,1,1,1,1,1,1,1,1
sorafenib,1,1,1,1,1,1,1,1
sorbitol,4,4,4,4,4,4,4,4
sotalol,1,1,1,1,1,1,1,1
sotalol and acetylsalicylic acid,1,1,1,1,1,1,1,1
sotalol and thiazides,1,1,1,1,1,1,1,1
spaglumic acid,2,2,2,2,2,2,2,2
sparfloxacin,1,1,1,1,1,1,1,1
sparteine,1,1,1,1,1,1,1,1
spectinomycin,1,1,1,1,1,1,1,1
spiramycin,1,1,1,1,1,1,1,1
spiramycin and metronidazole,1,1,1,1,1,1,1,1
spirapril,1,1,1,1,1,1,1,1
spironolactone,1,1,1,1,1,1,1,1
stannous fluoride,1,1,1,1,1,1,1,1
stanozolol,1,1,1,1,1,1,1,1
staphylococcus immunoglobulin,1,1,1,1,1,1,1,1
stavudine,1,1,1,1,1,1,1,1
"stavudine, lamivudine and nevirapine",1,1,1,1,1,1,1,1
stem cells from umbilical cord blood,1,1,1,1,1,1,1,1
stepronin,1,1,1,1,1,1,1,1
sterculia,1,1,1,1,1,1,1,1
"sterculia, combinations",1,1,1,1,1,1,1,1
stibophen,1,1,1,1,1,1,1,1
stiripentol,1,1,1,1,1,1,1,1
stramoni preparations,1,1,1,1,1,1,1,1
streptoduocin,1,1,1,1,1,1,1,1
streptokinase,1,1,1,1,1,1,1,1
"streptokinase, combinations",1,1,1,1,1,1,1,1
streptomycin,2,2,2,2,2,2,2,2
streptomycin and isoniazid,1,1,1,1,1,1,1,1
"streptomycin, combinations",1,1,1,1,1,1,1,1
streptozocin,1,1,1,1,1,1,1,1
strontium (89Sr) chloride,1,1,1,1,1,1,1,1
strontium ranelate,1,1,1,1,1,1,1,1
strontium ranelate and colecalciferol,1,1,1,1,1,1,1,1
styramate,1,1,1,1,1,1,1,1
succinimide,1,1,1,1,1,1,1,1
succinylsulfathiazole,1,1,1,1,1,1,1,1
sucralfate,1,1,1,1,1,1,1,1
sucroferric oxyhydroxide,1,1,1,1,1,1,1,1
sufentanil,1,1,1,1,1,1,1,1
sugammadex,1,1,1,1,1,1,1,1
sulbactam,1,1,1,1,1,1,1,1
sulbenicillin,1,1,1,1,1,1,1,1
sulbentine,1,1,1,1,1,1,1,1
sulbutiamine,1,1,1,1,1,1,1,1
sulconazole,1,1,1,1,1,1,1,1
sulfacetamide,2,2,2,2,2,2,2,2
sulfadiazine,1,1,1,1,1,1,1,1
sulfadiazine and tetroxoprim,1,1,1,1,1,1,1,1
sulfadiazine and trimethoprim,1,1,1,1,1,1,1,1
sulfadicramide,1,1,1,1,1,1,1,1
sulfadimethoxine,1,1,1,1,1,1,1,1
sulfadimidine,1,1,1,1,1,1,1,1
sulfadimidine and trimethoprim,1,1,1,1,1,1,1,1
sulfafenazol,1,1,1,1,1,1,1,1
sulfafurazole,2,2,2,2,2,2,2,2
sulfaguanidine,1,1,1,1,1,1,1,1
sulfaisodimidine,1,1,1,1,1,1,1,1
sulfalene,1,1,1,1,1,1,1,1
sulfamazone,1,1,1,1,1,1,1,1
sulfamerazine,2,2,2,2,2,2,2,2
sulfamerazine and trimethoprim,1,1,1,1,1,1,1,1
sulfamethizole,4,4,4,4,4,4,4,4
sulfamethoxazole,1,1,1,1,1,1,1,1
sulfamethoxazole and trimethoprim,1,1,1,1,1,1,1,1
sulfamethoxypyridazine,1,1,1,1,1,1,1,1
sulfametomidine,1,1,1,1,1,1,1,1
sulfametoxydiazine,1,1,1,1,1,1,1,1
sulfametrole and trimethoprim,1,1,1,1,1,1,1,1
sulfamoxole,1,1,1,1,1,1,1,1
